long_threshold,short_threshold,neutral_max,edge_margin,entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,trade_direction,ret,sharpe,sortino,maxdd,n_trades,n_long,n_short,long_ratio,short_ratio,win_rate,median_net,baseline,baseline_ret,baseline_sharpe,skill_ret_delta,skill_sharpe_delta,baseline_trades,baseline_exposure
0.42,0.46,0.6,0.06,0.0,1.0,2.5,6,48,6,both,0.8185041991817688,2.1104628709490822,1.998967654868678,-0.11665716672140401,205,109,96,0.5317073170731708,0.4682926829268293,0.4097560975609756,-0.010499999999999975,always_long,0.7976304844291755,1.6559624172739404,0.020873714752593253,0.4545004536751418,325,0.7046903460837887
0.42,0.46,0.7,0.06,0.0,1.0,2.5,6,48,6,both,0.8185041991817688,2.1104628709490822,1.998967654868678,-0.11665716672140401,205,109,96,0.5317073170731708,0.4682926829268293,0.4097560975609756,-0.010499999999999975,always_long,0.7976304844291755,1.6559624172739404,0.020873714752593253,0.4545004536751418,325,0.7046903460837887
0.42,0.5,0.4,0.03,0.0,1.0,2.5,12,24,6,both,0.9743018560839678,2.082436508854144,1.607676930951054,-0.1839084603923157,201,153,48,0.7611940298507462,0.23880597014925373,0.46766169154228854,-0.0012121067176184843,always_long,0.997892271667193,1.6849679033526166,-0.023590415583225166,0.3974686055015275,338,0.6928506375227687
0.42,0.5,0.5,0.03,0.0,1.0,2.5,12,24,6,both,0.9743018560839678,2.082436508854144,1.607676930951054,-0.1839084603923157,201,153,48,0.7611940298507462,0.23880597014925373,0.46766169154228854,-0.0012121067176184843,always_long,0.997892271667193,1.6849679033526166,-0.023590415583225166,0.3974686055015275,338,0.6928506375227687
0.42,0.5,0.6,0.03,0.0,1.0,2.5,12,24,6,both,0.9743018560839678,2.082436508854144,1.607676930951054,-0.1839084603923157,201,153,48,0.7611940298507462,0.23880597014925373,0.46766169154228854,-0.0012121067176184843,always_long,0.997892271667193,1.6849679033526166,-0.023590415583225166,0.3974686055015275,338,0.6928506375227687
0.42,0.5,0.7,0.03,0.0,1.0,2.5,12,24,6,both,0.9743018560839678,2.082436508854144,1.607676930951054,-0.1839084603923157,201,153,48,0.7611940298507462,0.23880597014925373,0.46766169154228854,-0.0012121067176184843,always_long,0.997892271667193,1.6849679033526166,-0.023590415583225166,0.3974686055015275,338,0.6928506375227687
0.46,0.46,0.4,0.03,0.0,1.0,3.0,12,72,2,both,0.837392714283465,2.0801877528760517,2.1857857431515404,-0.15671520383384202,173,69,104,0.3988439306358382,0.6011560693641619,0.35260115606936415,-0.010500000000000056,always_long,1.921437900897509,2.447285469315436,-1.0840451866140441,-0.36709771643938405,276,0.8745446265938069
0.46,0.46,0.5,0.03,0.0,1.0,3.0,12,72,2,both,0.837392714283465,2.0801877528760517,2.1857857431515404,-0.15671520383384202,173,69,104,0.3988439306358382,0.6011560693641619,0.35260115606936415,-0.010500000000000056,always_long,1.921437900897509,2.447285469315436,-1.0840451866140441,-0.36709771643938405,276,0.8745446265938069
0.46,0.46,0.6,0.03,0.0,1.0,3.0,12,72,2,both,0.837392714283465,2.0801877528760517,2.1857857431515404,-0.15671520383384202,173,69,104,0.3988439306358382,0.6011560693641619,0.35260115606936415,-0.010500000000000056,always_long,1.921437900897509,2.447285469315436,-1.0840451866140441,-0.36709771643938405,276,0.8745446265938069
0.46,0.46,0.7,0.03,0.0,1.0,3.0,12,72,2,both,0.837392714283465,2.0801877528760517,2.1857857431515404,-0.15671520383384202,173,69,104,0.3988439306358382,0.6011560693641619,0.35260115606936415,-0.010500000000000056,always_long,1.921437900897509,2.447285469315436,-1.0840451866140441,-0.36709771643938405,276,0.8745446265938069
