entry_atr_mult,sl_atr_mult,tp_atr_mult,min_hold,max_hold,cooldown,trade_direction,long_threshold,short_threshold,ret,sharpe,sortino,maxdd,n_trades,n_long,n_short,win_rate,median_net,baseline,baseline_ret,baseline_sharpe,skill_ret_delta,skill_sharpe_delta,baseline_trades,baseline_exposure
0.0,2.5,2.0,6,24,6,long_only,0.6,0.4,1.0591550016945344,2.1734800865712547,2.04415273582481,-0.21756638564001932,290,290,0,0.5655172413793104,0.0028376015823825974,always_long,0.012577937207547185,0.034275285659200475,1.0465770644869872,2.1392048009120543,333,0.6966074681238615
0.6,2.5,3.0,6,24,6,long_only,0.6,0.4,1.0181507937282768,2.090252044277331,2.024493333538476,-0.1947627239320697,269,269,0,0.5427509293680297,0.001934900617898199,always_long,-0.01655321477585281,-0.04645127297096837,1.0347040085041295,2.1367033172482994,315,0.7137978142076503
0.6,1.0,1.0,6,72,6,long_only,0.6,0.4,0.23223334420111108,0.718893731304229,0.6052613111905469,-0.18647869671896655,343,343,0,0.5422740524781341,0.004721579469088881,always_long,-0.3847190786941749,-1.4072598394256488,0.616952422895286,2.126153570729878,421,0.6172586520947176
0.0,1.5,1.0,6,48,3,short_only,0.72,0.28,-0.12461713055747858,-0.45163610330825804,-0.41102353464183317,-0.2808449612314405,282,0,282,0.5851063829787234,0.009815200000000007,always_short,-0.6313058525158348,-2.5703670342528886,0.5066887219583562,2.1187309309446305,428,0.756716757741348
0.6,2.0,1.5,12,24,6,long_only,0.58,0.42,0.3406604826628119,0.819603423617615,0.751465385420774,-0.18620974493653658,281,281,0,0.5409252669039146,0.0023305401148951787,always_long,-0.39881475930811616,-1.295514544054548,0.7394752419709281,2.115117967672163,333,0.6966074681238615
0.6,2.0,2.0,6,24,2,short_only,0.72,0.28,-0.24218658295201567,-0.9002710557395888,-0.916836192388125,-0.34190354394583244,269,0,269,0.4795539033457249,-0.000302990538600701,always_short,-0.698020955846618,-3.010241954389008,0.4558343728946024,2.1099708986494194,414,0.8117030965391621
0.6,2.5,3.0,6,24,6,long_only,0.63,0.37,0.977297562419271,2.0581119397728513,1.9802858028054222,-0.22084099833925613,262,262,0,0.549618320610687,0.001990732734647338,always_long,-0.01655321477585281,-0.04645127297096837,0.9938507771951238,2.1045632127438196,315,0.7137978142076503
0.6,1.0,2.0,6,72,6,long_only,0.63,0.37,1.3984183228216382,2.884724462997079,2.908264935494721,-0.1584536413362509,282,282,0,0.4645390070921986,-0.004524144869215323,always_long,0.3002913194604613,0.7810147271020579,1.098127003361177,2.103709735895021,326,0.7037795992714025
0.6,1.0,1.0,6,48,6,long_only,0.6,0.4,0.2162378875223403,0.6576393684546139,0.5463214435194599,-0.18647869671896514,345,345,0,0.5304347826086957,0.0040963047216673355,always_long,-0.39020856633949474,-1.4358428325077273,0.606446453861835,2.0934822009623413,426,0.6127049180327869
0.3,2.0,3.0,6,24,2,short_only,0.72,0.28,-0.023629991977717868,-0.07500594006856184,-0.077097796317144,-0.2908542557290777,255,0,255,0.47843137254901963,-0.0006966326341543979,always_short,-0.5871200846532012,-2.161939673545656,0.5634900926754833,2.0869337334770943,382,0.8262750455373407
